Id,Name,Description,Repo Url
415,byob,"An open-source post-exploitation framework for students, researchers and developers.",https://github.com/malwaredllc/byob
416,machine_learning_examples,A collection of machine learning examples and tutorials.,https://github.com/lazyprogrammer/machine_learning_examples
417,trump2cash,A stock trading bot powered by Trump tweets,https://github.com/maxbbraun/trump2cash
418,prefect,The easiest way to automate your data,https://github.com/PrefectHQ/prefect
419,streamlink,Streamlink is a CLI utility which pipes video streams from various services into a video player,https://github.com/streamlink/streamlink
420,cython,The most widely used Python to C compiler,https://github.com/cython/cython
421,SerpentAI,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!,https://github.com/SerpentAI/SerpentAI
422,python-small-examples,告别枯燥，致力于打造 Python 实用小例子,https://github.com/jackzhenguo/python-small-examples
423,fail2ban,Daemon to ban hosts that cause multiple authentication errors,https://github.com/fail2ban/fail2ban
424,darkflow,"Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices",https://github.com/thtrieu/darkflow
425,vaex," Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second 🚀",https://github.com/vaexio/vaex
426,trax,Trax — Deep Learning with Clear Code and Speed,https://github.com/google/trax
427,data-science-from-scratch,code for Data Science From Scratch book,https://github.com/joelgrus/data-science-from-scratch
428,UGATIT,Official Tensorflow implementation of U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation (ICLR 2020),https://github.com/taki0112/UGATIT
429,hackingtool,ALL IN ONE Hacking Tool For Hackers,https://github.com/Z4nzu/hackingtool
430,nmt,TensorFlow Neural Machine Translation Tutorial,https://github.com/tensorflow/nmt
431,spinningup,An educational resource to help anyone learn deep reinforcement learning.,https://github.com/openai/spinningup
432,chinese-dos-games,🎮 Chinese DOS games in browser.,https://github.com/rwv/chinese-dos-games
433,backtrader,Python Backtesting library for trading strategies,https://github.com/mementum/backtrader
434,modin,Modin: Speed up your Pandas workflows by changing a single line of code,https://github.com/modin-project/modin
435,docker-stacks,Ready-to-run Docker images containing Jupyter applications,https://github.com/jupyter/docker-stacks
436,opensnitch,OpenSnitch is a GNU/Linux port of the Little Snitch application firewall,https://github.com/evilsocket/opensnitch
437,models,Pre-trained and Reproduced Deep Learning Models （『飞桨』官方模型库，包含多种学术前沿和工业场景验证的深度学习模型）,https://github.com/PaddlePaddle/models
438,Sublist3r,Fast subdomains enumeration tool for penetration testers,https://github.com/aboul3la/Sublist3r
439,bypy,Python client for Baidu Yun (Personal Cloud Storage) 百度云/百度网盘Python客户端,https://github.com/houtianze/bypy
440,Ultra-Light-Fast-Generic-Face-Detector-1MB, 💎1MB lightweight face detection model  (1MB轻量级人脸检测模型),https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB
441,vibora,"Fast, asynchronous and elegant Python web framework.",https://github.com/vibora-io/vibora
442,PyTorch-YOLOv3,Minimal PyTorch implementation of YOLOv3,https://github.com/eriklindernoren/PyTorch-YOLOv3
443,legit,"Git for Humans, Inspired by GitHub for Mac™.",https://github.com/frostming/legit
444,interpy-zh,📘《Python进阶》（Intermediate Python 中文版）,https://github.com/eastlakeside/interpy-zh
445,shadowsocksr,Python port of ShadowsocksR,https://github.com/shadowsocksr-backup/shadowsocksr
446,werkzeug,The comprehensive WSGI web application library.,https://github.com/pallets/werkzeug
447,sh,Python process launching,https://github.com/amoffat/sh
448,urh,Universal Radio Hacker: Investigate Wireless Protocols Like A Boss,https://github.com/jopohl/urh
449,PySimpleGUI,"Launched in 2018 Actively developed and supported. Supports tkinter, Qt, WxPython, Remi (in browser). Create custom layout GUI's simply.  Python 2.7 & 3 Support. 200+ Demo programs & Cookbook for rapid start. Extensive documentation.  Examples using Machine Learning(GUI, OpenCV Integration,  Chatterbot), Floating Desktop Widgets, Matplotlib + Pyplot integration, add GUI to command line scripts, PDF & Image Viewer. For both beginning and advanced programmers .",https://github.com/PySimpleGUI/PySimpleGUI
450,robotframework,Generic automation framework for acceptance testing and RPA,https://github.com/robotframework/robotframework
451,dirsearch,Web path scanner,https://github.com/maurosoria/dirsearch
452,pymc3,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano,https://github.com/pymc-devs/pymc3
453,xlnet,XLNet: Generalized Autoregressive Pretraining for Language Understanding,https://github.com/zihangdai/xlnet
454,bpytop,Linux/OSX/FreeBSD resource monitor,https://github.com/aristocratos/bpytop
455,apistar,The Web API toolkit. 🛠,https://github.com/encode/apistar
456,taiga-back,Agile project management platform. Built on top of Django and AngularJS,https://github.com/taigaio/taiga-back
457,programming-talks,Awesome & interesting talks about programming,https://github.com/hellerve/programming-talks
458,chainer,A flexible framework of neural networks for deep learning,https://github.com/chainer/chainer
459,powerline-shell,A beautiful and useful prompt for your shell,https://github.com/b-ryan/powerline-shell
460,pre-commit,A framework for managing and maintaining multi-language pre-commit hooks.,https://github.com/pre-commit/pre-commit
461,webpy,web.py is a web framework for python that is as simple as it is powerful. ,https://github.com/webpy/webpy
462,awesome-cheatsheet,:beers: awesome cheatsheet,https://github.com/detailyang/awesome-cheatsheet
463,deoplete.nvim,:stars: Dark powered asynchronous completion framework for neovim/Vim8,https://github.com/Shougo/deoplete.nvim
464,EfficientNet-PyTorch,A PyTorch implementation of EfficientNet,https://github.com/lukemelas/EfficientNet-PyTorch
465,spiderfoot,SpiderFoot automates OSINT collection so that you can focus on analysis.,https://github.com/smicallef/spiderfoot
466,truffleHog,"Searches through git repositories for high entropy strings and secrets, digging deep into commit history",https://github.com/dxa4481/truffleHog
467,SASM,"SASM - simple crossplatform IDE for NASM, MASM, GAS and FASM assembly languages",https://github.com/Dman95/SASM
468,hyperopt,Distributed Asynchronous Hyperparameter Optimization in Python,https://github.com/hyperopt/hyperopt
469,pydantic,Data parsing and validation using Python type hints,https://github.com/samuelcolvin/pydantic
470,speech_recognition,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",https://github.com/Uberi/speech_recognition
471,edx-platform,"The Open edX platform, the software that powers edX!",https://github.com/edx/edx-platform
472,gcn,Implementation of Graph Convolutional Networks in TensorFlow,https://github.com/tkipf/gcn
473,gevent,Coroutine-based concurrency library for Python,https://github.com/gevent/gevent
474,progressive_growing_of_gans,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",https://github.com/tkarras/progressive_growing_of_gans
475,Flashlight,The missing Spotlight plugin system,https://github.com/nate-parrott/Flashlight
476,aws-sam-cli,"CLI tool to build, test, debug, and deploy Serverless applications using AWS SAM",https://github.com/aws/aws-sam-cli
477,codeface,Typefaces for source code beautification,https://github.com/chrissimpkins/codeface
478,featuretools,An open source python library for automated feature engineering,https://github.com/alteryx/featuretools
479,data-science-blogs,A curated list of data science blogs,https://github.com/rushter/data-science-blogs
480,nlp-recipes,Natural Language Processing Best Practices & Examples,https://github.com/microsoft/nlp-recipes
481,boltons,"🔩 Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python standard library.  Nothing like Michael Bolton.",https://github.com/mahmoud/boltons
482,fantasque-sans,A font family with a great monospaced variant for programmers.,https://github.com/belluzj/fantasque-sans
483,seq2seq,A general-purpose encoder-decoder framework for Tensorflow,https://github.com/google/seq2seq
484,voltron,A hacky debugger UI for hackers,https://github.com/snare/voltron
485,pulse,PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Models,https://github.com/adamian98/pulse
486,cnn-text-classification-tf,Convolutional Neural Network for Text Classification in Tensorflow,https://github.com/dennybritz/cnn-text-classification-tf
487,dejavu,Audio fingerprinting and recognition in Python,https://github.com/worldveil/dejavu
488,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,https://github.com/marshmallow-code/marshmallow
489,iOS-DeviceSupport,"This repository holds the device support files for the iOS, and I will update it regularly.",https://github.com/iGhibli/iOS-DeviceSupport
490,faust,Python Stream Processing,https://github.com/robinhood/faust
491,dev-setup,"macOS development environment setup:  Easy-to-understand instructions with automated setup scripts for developer tools like Vim, Sublime Text, Bash, iTerm, Python data analysis, Spark, Hadoop MapReduce, AWS, Heroku, JavaScript web development, Android development, common data stores, and dev-based OS X defaults.",https://github.com/donnemartin/dev-setup
492,neural-style,Neural style in TensorFlow! 🎨,https://github.com/anishathalye/neural-style
493,snownlp,Python library for processing Chinese text,https://github.com/isnowfy/snownlp
494,pkuseg-python,pkuseg多领域中文分词工具; The pkuseg toolkit for multi-domain Chinese word segmentation,https://github.com/lancopku/pkuseg-python
495,Dshell,Dshell is a network forensic analysis framework.,https://github.com/USArmyResearchLab/Dshell
496,easytrader,"提供同花顺客户端/国金/华泰客户端/雪球的基金、股票自动程序化交易以及自动打新，支持跟踪 joinquant /ricequant 模拟交易 和 实盘雪球组合, 量化交易组件",https://github.com/shidenggui/easytrader
497,PythonSpiderNotes,Python入门网络爬虫之精华版,https://github.com/lining0806/PythonSpiderNotes
498,CenterNet,"Object detection, 3D detection, and pose estimation using center point detection: ",https://github.com/xingyizhou/CenterNet
499,django-extensions,This is a repository for collecting global custom management extensions for the Django Framework. ,https://github.com/django-extensions/django-extensions
500,lbry-sdk,"The LBRY SDK for building decentralized, censorship resistant, monetized, digital content apps.",https://github.com/lbryio/lbry-sdk
501,gitpitch,"Markdown Presentations for Tech Conferences, Training, Developer Advocates, and Educators.",https://github.com/gitpitch/gitpitch
502,iOSBlogCN,中文 iOS/Mac 开发博客列表,https://github.com/tangqiaoboy/iOSBlogCN
503,MMdnn,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML.",https://github.com/microsoft/MMdnn
504,auto-sklearn,Automated Machine Learning with scikit-learn,https://github.com/automl/auto-sklearn
505,srez,Image super-resolution through deep learning,https://github.com/david-gpu/srez
506,pytorch-cnn-visualizations,Pytorch implementation of convolutional neural network visualization techniques,https://github.com/utkuozbulak/pytorch-cnn-visualizations
507,stanza,Official Stanford NLP Python Library for Many Human Languages,https://github.com/stanfordnlp/stanza
508,gspread,Google Sheets Python API,https://github.com/burnash/gspread
509,neuraltalk,NeuralTalk is a Python+numpy project for learning Multimodal Recurrent Neural Networks that describe images with sentences.,https://github.com/karpathy/neuraltalk
510,eht-imaging,"Imaging, analysis, and simulation software for radio interferometry",https://github.com/achael/eht-imaging
511,wxBot,Python网页微信API,https://github.com/liuwons/wxBot
512,OctoPrint,OctoPrint is the snappy web interface for your 3D printer!,https://github.com/OctoPrint/OctoPrint
513,starlette,The little ASGI framework that shines. 🌟,https://github.com/encode/starlette
514,TopDeepLearning,A list of popular github projects related to deep learning,https://github.com/aymericdamien/TopDeepLearning
515,QUANTAXIS,QUANTAXIS 支持任务调度 分布式部署的 股票/期货/期权/港股/虚拟货币  数据/回测/模拟/交易/可视化/多账户 纯本地量化解决方案,https://github.com/QUANTAXIS/QUANTAXIS
516,InfoSpider,INFO-SPIDER 是一个集众多数据源于一身的爬虫工具箱🧰，旨在安全快捷的帮助用户拿回自己的数据，工具代码开源，流程透明。支持数据源包括GitHub、QQ邮箱、网易邮箱、阿里邮箱、新浪邮箱、Hotmail邮箱、Outlook邮箱、京东、淘宝、支付宝、中国移动、中国联通、中国电信、知乎、哔哩哔哩、网易云音乐、QQ好友、QQ群、生成朋友圈相册、浏览器浏览历史、12306、博客园、CSDN博客、开源中国博客、简书。,https://github.com/kangvcar/InfoSpider
517,autograd,Efficiently computes derivatives of numpy code.,https://github.com/HIPS/autograd
518,folium,Python Data. Leaflet.js Maps. ,https://github.com/python-visualization/folium
519,docker-py,A Python library for the Docker Engine API,https://github.com/docker/docker-py
520,pydub,Manipulate audio with a simple and easy high level interface,https://github.com/jiaaro/pydub
521,pix2pixHD,Synthesizing and manipulating 2048x1024 images with conditional GANs,https://github.com/NVIDIA/pix2pixHD
522,spotify-downloader,Download your Spotify playlists and songs along with album art and metadata (from YouTube if a match is found).,https://github.com/spotDL/spotify-downloader
523,grip,Preview GitHub README.md files locally before committing them.,https://github.com/joeyespo/grip
524,apex,A PyTorch Extension:  Tools for easy mixed precision and distributed training in Pytorch,https://github.com/NVIDIA/apex
525,tensorflow-wavenet,A TensorFlow implementation of DeepMind's WaveNet paper,https://github.com/ibab/tensorflow-wavenet
526,hue,Hue Editor: Open source SQL Query Assistant for Databases/Warehouses,https://github.com/cloudera/hue
527,face_classification,Real-time face detection and emotion/gender classification using fer2013/imdb datasets with a keras CNN model and openCV.,https://github.com/oarriaga/face_classification
528,SublimeCodeIntel,💡 Full-featured code intelligence and smart autocomplete for Sublime Text,https://github.com/SublimeCodeIntel/SublimeCodeIntel
529,tensorflow_practice,tensorflow实战练习，包括强化学习、推荐系统、nlp等,https://github.com/princewen/tensorflow_practice
530,imbalanced-learn, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,https://github.com/scikit-learn-contrib/imbalanced-learn
531,monkey,Infection Monkey - An automated pentest tool,https://github.com/guardicore/monkey
532,DeepPavlov,An open source library for deep learning end-to-end dialog systems and chatbots.,https://github.com/deepmipt/DeepPavlov
533,Learning-to-See-in-the-Dark,Learning to See in the Dark. CVPR 2018,https://github.com/cchen156/Learning-to-See-in-the-Dark
534,googler,:mag: Google from the terminal,https://github.com/jarun/googler
535,pywal,🎨 Generate and change color-schemes on the fly.,https://github.com/dylanaraps/pywal
536,hypothesis,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",https://github.com/HypothesisWorks/hypothesis
537,keras-rl,Deep Reinforcement Learning for Keras.,https://github.com/keras-rl/keras-rl
538,cleverhans,"An adversarial example library for constructing attacks, building defenses, and benchmarking both",https://github.com/cleverhans-lab/cleverhans
539,3d-photo-inpainting,[CVPR 2020] 3D Photography using Context-aware Layered Depth Inpainting,https://github.com/vt-vl-lab/3d-photo-inpainting
540,ChatBotCourse,自己动手做聊天机器人教程,https://github.com/lcdevelop/ChatBotCourse
541,Hasklig,Hasklig - a code font with monospaced ligatures,https://github.com/i-tu/Hasklig
542,WechatSogou,基于搜狗微信搜索的微信公众号爬虫接口,https://github.com/chyroc/WechatSogou
543,mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform. ",https://github.com/MycroftAI/mycroft-core
544,english-words,:memo: A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion / autosuggestion,https://github.com/dwyl/english-words
545,seq2seq-couplet,Play couplet with seq2seq model. 用深度学习对对联。,https://github.com/wb14123/seq2seq-couplet
546,Awesome-CoreML-Models,Largest list of models for Core ML (for iOS 11+),https://github.com/likedan/Awesome-CoreML-Models
547,attention-is-all-you-need-pytorch,"A PyTorch implementation of the Transformer model in ""Attention is All You Need"".",https://github.com/jadore801120/attention-is-all-you-need-pytorch
548,BayesianOptimization,A Python implementation of global optimization with gaussian processes.,https://github.com/fmfn/BayesianOptimization
549,have-fun-with-machine-learning,An absolute beginner's guide to Machine Learning and Image Classification with Neural Networks,https://github.com/humphd/have-fun-with-machine-learning
550,wechat-deleted-friends,查看被删的微信好友,https://github.com/0x5e/wechat-deleted-friends
551,angr,A powerful and user-friendly binary analysis platform!,https://github.com/angr/angr
552,uncaptcha2,defeating the latest version of ReCaptcha with 91% accuracy,https://github.com/ecthros/uncaptcha2
553,AlphaPose,Real-Time and Accurate Full-Body Multi-Person Pose Estimation&Tracking System,https://github.com/MVIG-SJTU/AlphaPose
554,iScript,"各种脚本 -- 关于 虾米 xiami.com, 百度网盘 pan.baidu.com, 115网盘 115.com, 网易音乐 music.163.com, 百度音乐 music.baidu.com, 360网盘/云盘 yunpan.cn, 视频解析 flvxz.com, bt torrent ↔ magnet, ed2k 搜索, tumblr 图片下载, unzip",https://github.com/PeterDing/iScript
555,cupy,A NumPy-compatible array library accelerated by CUDA,https://github.com/cupy/cupy
556,persepolis,Persepolis Download Manager is a GUI for aria2.,https://github.com/persepolisdm/persepolis
557,theHarvester,"E-mails, subdomains and names Harvester - OSINT ",https://github.com/laramies/theHarvester
558,OpenNMT-py,Open Source Neural Machine Translation in PyTorch,https://github.com/OpenNMT/OpenNMT-py
559,platformio-core,PlatformIO is a professional collaborative platform for embedded development :alien: A place where Developers and Teams have true Freedom! No more vendor lock-in!,https://github.com/platformio/platformio-core
560,ffmpeg-python,Python bindings for FFmpeg - with complex filtering support,https://github.com/kkroening/ffmpeg-python
561,pyautogui,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,https://github.com/asweigart/pyautogui
562,setup.py,📦 A Human's Ultimate Guide to setup.py.,https://github.com/navdeep-G/setup.py
563,dumb-init,A minimal init system for Linux containers,https://github.com/Yelp/dumb-init
564,Chinese-BERT-wwm,Pre-Training with Whole Word Masking for Chinese BERT（中文BERT-wwm系列模型）,https://github.com/ymcui/Chinese-BERT-wwm
565,microk8s,"MicroK8s is a small, fast, single-package Kubernetes for developers, IoT and edge.",https://github.com/ubuntu/microk8s
566,scrapy-redis,Redis-based components for Scrapy.,https://github.com/rmax/scrapy-redis
567,opendrop,An open Apple AirDrop implementation written in Python,https://github.com/seemoo-lab/opendrop
568,graph_nets,Build Graph Nets in Tensorflow,https://github.com/deepmind/graph_nets
569,ffsubsync,Automagically synchronize subtitles with video.,https://github.com/smacke/ffsubsync
570,channels,Developer-friendly asynchrony for Django,https://github.com/django/channels
571,full-stack-fastapi-postgresql,"Full stack, modern web application generator. Using FastAPI, PostgreSQL as database, Docker, automatic HTTPS and more.",https://github.com/tiangolo/full-stack-fastapi-postgresql
572,pyodide,"Python with the scientific stack, compiled to WebAssembly.",https://github.com/iodide-project/pyodide
573,awesome-honeypots,an awesome list of honeypot resources,https://github.com/paralax/awesome-honeypots
574,django-oscar,Domain-driven e-commerce for Django,https://github.com/django-oscar/django-oscar
575,stargan,StarGAN - Official PyTorch Implementation (CVPR 2018),https://github.com/yunjey/stargan
576,jedi,"Awesome autocompletion, static analysis and refactoring library for python",https://github.com/davidhalter/jedi
577,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,https://github.com/jazzband/pip-tools
578,python-docs-samples,Code samples used on cloud.google.com,https://github.com/GoogleCloudPlatform/python-docs-samples
579,30-Days-Of-Python,"30 days of Python programming challenge is a step by step guide to learn the Python programming language in 30 days. This challenge may take up to 100 days, follow your own pace. ",https://github.com/Asabeneh/30-Days-Of-Python
580,ta-lib,Python wrapper for TA-Lib (http://ta-lib.org/).,https://github.com/mrjbq7/ta-lib
581,haipproxy,":sparkling_heart: High available distributed ip proxy pool, powerd by Scrapy and Redis",https://github.com/SpiderClub/haipproxy
582,instagram-scraper,Scrapes an instagram user's photos and videos,https://github.com/arc298/instagram-scraper
583,conan,Conan - The open-source C/C++ package manager,https://github.com/conan-io/conan
584,bips,Bitcoin Improvement Proposals,https://github.com/bitcoin/bips
585,datasette,An open source multi-tool for exploring and publishing data,https://github.com/simonw/datasette
586,saws,A supercharged AWS command line interface (CLI).,https://github.com/donnemartin/saws
587,Surprise,A Python scikit for building and analyzing recommender systems,https://github.com/NicolasHug/Surprise
588,asyncpg,A fast PostgreSQL Database Client Library for Python/asyncio.,https://github.com/MagicStack/asyncpg
589,jedi-vim,Using the jedi autocompletion library for VIM.,https://github.com/davidhalter/jedi-vim
590,face-alignment,:fire: 2D and 3D Face alignment library build using pytorch ,https://github.com/1adrianb/face-alignment
591,lihang_book_algorithm,致力于将李航博士《统计学习方法》一书中所有算法实现一遍,https://github.com/WenDesi/lihang_book_algorithm
592,multi-v2ray,v2ray多用户管理部署程序,https://github.com/Jrohy/multi-v2ray
593,jrnl,Collect your thoughts and notes without leaving the command line.,https://github.com/jrnl-org/jrnl
594,knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo
595,httpstat,curl statistics made simple,https://github.com/reorx/httpstat
596,flashtext,Extract Keywords from sentence or Replace keywords in sentences.,https://github.com/vi3k6i5/flashtext
597,flower,Real-time monitor and web admin for Celery distributed task queue,https://github.com/mher/flower
598,typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",https://github.com/tiangolo/typer
599,flask-admin,Simple and extensible administrative interface framework for Flask,https://github.com/flask-admin/flask-admin
600,watchdog,Python library and shell utilities to monitor filesystem events.,https://github.com/gorakhargosh/watchdog
601,electrum,Electrum Bitcoin Wallet,https://github.com/spesmilo/electrum
602,example-code,"Example code for the book Fluent Python, First Edition (O'Reilly, 2015)",https://github.com/fluentpython/example-code
603,PaddleHub,"Awesome pre-trained models toolkit based on PaddlePaddle.（200+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment)",https://github.com/PaddlePaddle/PaddleHub
604,weibospider,":zap: A distributed crawler for weibo, building with celery and requests.",https://github.com/SpiderClub/weibospider
605,package_control,The Sublime Text package manager,https://github.com/wbond/package_control
606,gluon-cv,Gluon CV Toolkit,https://github.com/dmlc/gluon-cv
607,buildbot,Python-based continuous integration testing framework; your pull requests are more than welcome!,https://github.com/buildbot/buildbot
608,edgedb,The next generation relational database.,https://github.com/edgedb/edgedb
609,Airtest,UI Automation Framework for Games and Apps,https://github.com/AirtestProject/Airtest
610,DeepCTR,"Easy-to-use,Modular and Extendible package of deep-learning based CTR models for search and recommendation.",https://github.com/shenweichen/DeepCTR
611,PathPicker,"PathPicker accepts a wide range of input -- output from git commands, grep results, searches -- pretty much anything. After parsing the input, PathPicker presents you with a nice UI to select which files you're interested in. After that you can open them in your favorite editor or execute arbitrary commands.",https://github.com/facebook/PathPicker
612,activitywatch,"The best free and open-source automated time tracker. Cross-platform, extensible, privacy-focused.",https://github.com/ActivityWatch/activitywatch
613,noteshrink,"Convert scans of handwritten notes to beautiful, compact PDFs",https://github.com/mzucker/noteshrink
614,Telethon,"Pure Python 3 MTProto API Telegram client library, for bots too!",https://github.com/LonamiWebs/Telethon
615,xadmin,"Drop-in replacement of Django admin comes with lots of goodies, fully extensible with plugin support, pretty UI based on Twitter Bootstrap.",https://github.com/sshwsfc/xadmin
616,TensorFlow-World,:earth_americas: Simple and ready-to-use tutorials for TensorFlow,https://github.com/astorfi/TensorFlow-World
617,umap,Uniform Manifold Approximation and Projection,https://github.com/lmcinnes/umap
618,Minecraft,Simple Minecraft-inspired program using Python and Pyglet,https://github.com/fogleman/Minecraft
619,acme-tiny,A tiny script to issue and renew TLS certs from Let's Encrypt,https://github.com/diafygi/acme-tiny
620,pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,https://github.com/euske/pdfminer
621,CrackMapExec,A swiss army knife for pentesting networks,https://github.com/byt3bl33d3r/CrackMapExec
622,csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",https://github.com/wireservice/csvkit
623,Stream-Framework,"Stream Framework is a Python library, which allows you to build news feed, activity streams and notification systems using Cassandra and/or Redis. The authors of Stream-Framework also provide a cloud service for feed technology:",https://github.com/tschellenbach/Stream-Framework
624,snorkel,A system for quickly generating training data with weak supervision,https://github.com/snorkel-team/snorkel
625,google-api-python-client,🐍 The official Python client library for Google's discovery based APIs.,https://github.com/googleapis/google-api-python-client
626,peda,PEDA - Python Exploit Development Assistance for GDB,https://github.com/longld/peda
627,clusterfuzz,Scalable fuzzing infrastructure.,https://github.com/google/clusterfuzz
628,tiler,👷 Build images with images,https://github.com/nuno-faria/tiler
629,xonsh,":shell: Python-powered, cross-platform, Unix-gazing shell",https://github.com/xonsh/xonsh
630,jasper-client,Client code for Jasper voice computing platform,https://github.com/jasperproject/jasper-client
631,troposphere,troposphere - Python library to create AWS CloudFormation descriptions,https://github.com/cloudtools/troposphere
632,sketch-code,Keras model to generate HTML code from hand-drawn website mockups. Implements an image captioning architecture to drawn source images.,https://github.com/ashnkumar/sketch-code
633,qlib,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research, and create the value of AI technologies in quantitative investment. With Qlib, you can easily try your ideas to create better Quant investment strategies.",https://github.com/microsoft/qlib
634,moto,A library that allows you to easily mock out tests based on AWS infrastructure.,https://github.com/spulec/moto
635,onionshare,"Securely and anonymously share files, host websites, and chat with friends using the Tor network",https://github.com/micahflee/onionshare
636,doccano,Open source text annotation tool for machine learning practitioner.,https://github.com/doccano/doccano
637,calibre-web,":books: Web app for browsing, reading and downloading eBooks stored in a Calibre database",https://github.com/janeczku/calibre-web
638,DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",https://github.com/microsoft/DeepSpeed
639,yfinance,Yahoo! Finance market data downloader (+faster Pandas Datareader),https://github.com/ranaroussi/yfinance
640,regular-investing-in-box,定投改变命运 —— 让时间陪你慢慢变富 https://onregularinvesting.com,https://github.com/xiaolai/regular-investing-in-box
641,pytorch3d,PyTorch3D is FAIR's library of reusable components for deep learning with 3D data,https://github.com/facebookresearch/pytorch3d
642,pidcat,Colored logcat script which only shows log entries for a specific application package.,https://github.com/JakeWharton/pidcat
643,AutoSploit,Automated Mass Exploiter,https://github.com/NullArray/AutoSploit
644,commonmark-spec,"CommonMark spec, with reference implementations in C and JavaScript",https://github.com/commonmark/commonmark-spec
645,volatility,An advanced memory forensics framework,https://github.com/volatilityfoundation/volatility
646,isso,a Disqus alternative,https://github.com/posativ/isso
647,librosa,Python library for audio and music analysis,https://github.com/librosa/librosa
648,jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts",https://github.com/mwouts/jupytext
649,python_koans,Python Koans - Learn Python through TDD,https://github.com/gregmalcolm/python_koans
650,ansible-for-devops,Ansible for DevOps examples.,https://github.com/geerlingguy/ansible-for-devops
651,buku,:bookmark: Browser-independent bookmark manager,https://github.com/jarun/buku
652,textgenrnn,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines of code.,https://github.com/minimaxir/textgenrnn
653,xmltodict,Python module that makes working with XML feel like you are working with JSON,https://github.com/martinblech/xmltodict
654,pendulum,Python datetimes made easy,https://github.com/sdispater/pendulum
655,ctf-wiki,"A new start for CTF Wiki! Come and join us, we need you!",https://github.com/ctf-wiki/ctf-wiki
656,pycodestyle,Simple Python style checker in one Python file,https://github.com/PyCQA/pycodestyle
657,kafka-python,Python client for Apache Kafka,https://github.com/dpkp/kafka-python
658,serenata-de-amor,🕵 Artificial Intelligence for social control of public administration,https://github.com/okfn-brasil/serenata-de-amor
659,cookiecutter-data-science,"A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.",https://github.com/drivendata/cookiecutter-data-science
660,lutris,Lutris desktop client in Python / PyGObject,https://github.com/lutris/lutris
661,arxiv-sanity-preserver,"Web interface for browsing, search and filtering recent arxiv submissions",https://github.com/karpathy/arxiv-sanity-preserver
662,mezzanine,CMS framework for Django,https://github.com/stephenmcd/mezzanine
663,awesome-math,A curated list of awesome mathematics resources,https://github.com/rossant/awesome-math
664,PRNet,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network (ECCV 2018),https://github.com/YadiraF/PRNet
665,sentence-transformers,Sentence Embeddings with BERT & XLNet,https://github.com/UKPLab/sentence-transformers
666,brython,Brython (Browser Python) is an implementation of Python 3 running in the browser,https://github.com/brython-dev/brython
667,DeepLearning.ai-Summary,This repository contains my personal notes and summaries on DeepLearning.ai specialization courses. I've enjoyed every little bit of the course hope you enjoy my notes too.,https://github.com/mbadry1/DeepLearning.ai-Summary
668,DataSciencePython,common data analysis and machine learning tasks using python,https://github.com/ujjwalkarn/DataSciencePython
669,best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,https://github.com/ml-tooling/best-of-ml-python
670,scikit-image,Image processing in Python,https://github.com/scikit-image/scikit-image
